064AD7B3-D39C-4C15-9ED9-002980CFECFE,tc675,First-call resolution rate,"* Percentage of customer issues that were solved by the first phone call All customers requests/complaints are expected to be resovled during their first contact ",3.00,Tối ưu hóa hoạt động,0,1,kpi,2025-12-18 14:42:03.307 +07:00
810E2954-D3AE-4BDF-B98A-002DC78112F5,tc1390,Revenue,Percentage of actual revenue against target,10.00,Kinh doanh & Marketing - Phát triển kinh doanh,0,1,kpi,2025-12-18 14:42:03.307 +07:00
A8626CC5-A60A-47F9-A3AF-002EE668CA21,tc5228,"Communication, Requirement gathering, Feasibility study, system analysis, software design, coding, testing, integration, implemention, operation and maintenace, imrpovement  ",Software Development  Life Circle Management  for TechHub model,5.00,Tối ưu hóa hoạt động,0,1,kpi,2025-12-18 14:48:14.057 +07:00
B02AF450-E264-4585-9137-0037BACB8C0C,tc684,Working efforts: Take care of services to limit missing/damaged/delayed and others so that the cargo arrives destination as scheduled,NULL,3.00,Dịch vụ khách hàng,0,1,kpi,2025-12-18 14:42:03.307 +07:00
F44E7379-C93B-42D8-B8AC-00823087E9EE,tc830,"SELF-LEARNING ",Joining SOS class,5.00,Internal training,0,1,kpi,2025-12-18 14:42:03.307 +07:00
4DC0971B-E594-4641-8DA2-00A333FDC73F,tc1196,"The Customer Service Staff is responsible for handling import cargo irregular cases according to Customer Service Supervisor’s instruction. ",NULL,5.00,Dịch vụ khách hàng xuất sắc,0,1,kpi,2025-12-18 14:42:03.307 +07:00
9B256CF3-14FF-44D2-B655-00BDCAE33165,tc5204,"Upgrade yourself in Skills, knowledge… by participating internal/ external courses periodically. Coach/train IPDP or MT as assigned","- Internal: IPDP or FTM/MM courses as planned - E - learning :2 courses per year - Coach/ Mentor/ Training IPDP, MT as assigned - Sharing in S2G, SoS…",5.00,Phát triển nhân viên,0,1,kpi,2025-12-18 14:48:14.057 +07:00
72D89F51-B60C-409A-80A6-010DFFF0C68A,tc860,"Develop yourself ","Self-learning or Training courses (internal or external) ",5.00,Phát triển bản thân,0,1,kpi,2025-12-18 14:42:03.307 +07:00
9B0F77F6-225B-49C8-A26A-012A61CC31EF,tc1420,"Mức độ thỏa mãn dịch vụ của khách hàng. ","Số lần khiếu nại của khách hàng về thái độ ứng xử không tốt trong công việc, dùng từ ngữ xúc phạm, gây hiểu lầm, không hợp tác giải quyết các yêu cầu… giải quyết các yêu cầu…thông qua survey hàng tháng. ",10.00,Dịch vụ khách hàng bên ngoài,0,1,kpi,2025-12-18 14:42:03.307 +07:00
283DD24F-7153-4DEF-8E6C-01461FB66392,tc806,"Participating ITL activities: CSR, Town Hall, Trade Union activities, Fire-Fighting, First-Aid... as required. Follow up Regulation. Avoid any conflicts. Team work in working. ","- Join & support all team to join all activities of ITL to motivate team & get engagement. - No violate or break Regulation - Convey DNA, ITL culture to all staff in BU ",5.00,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,1,kpi,2025-12-18 14:42:03.307 +07:00
4AF1D1B1-660A-4CF0-99F6-018DE5C931F6,tc1416,"Support internal team to achieve the good performance(Support Sales Team /OPS team to handle smoothly the cargo and flight) ",NULL,10.00,Dịch vụ khách hàng nội bộ,0,1,kpi,2025-12-18 14:42:03.307 +07:00
120C3E80-968D-4E5B-BDD2-01AEB4E7DE6E,h2023.189,"Lập chiến lược Mua hàng cho ITLC, ITL Log, TC và các Công ty thành viên ở 3 miền Nam Trung Bắc, triển khai cho nhân viên","Lập chiến lược mua hàng và kiểm soát mua hàng đạt hiệu quả trên 3 vùng. Căn cứ vào kết quả đạt được  - Số lượng HĐ mua hàng lớn tại 3 vùng Nam, Trung, Bắc   - Tỷ trọng mua hàng từ các HĐNT này chiếm bao nhiêu % trong tổng chi phí mua sắm 1 năm  - Các Hợp đồng Mua hàng khác cho hoạt động của BU",10.00,"Thu mua, Cung ứng & Thuê ngoài",0,1,kpi,2025-12-14 00:47:22.510 +07:00
781C7D86-A44F-4DEC-A334-01BD7D843437,tc5241,"Shipment - Customer Portal ","Wireframe, SRS documents are clear, detailed. On time. Lead the board team well ",5.00,Công nghệ thông tin & truyền thông - Phát triển ứng dụng,0,1,kpi,2025-12-18 14:48:14.057 +07:00
39921C1C-2CA4-4785-BF2E-0222615B7DD3,tc1155,Customer supports & customer orientation,"Create customer’s satisfaction on service value provided to them as well as in dealing with trouble situations. This is reflected in the number of complaints from customers per month ",5.00,Dịch vụ khách hàng xuất sắc,0,1,kpi,2025-12-18 14:42:03.307 +07:00
F7819A5A-44B9-4029-848A-022CEB1940B2,tc1281,Giám sát chuyến bay,Giám sát chuyến bay đi,10.00,Vận hành,0,1,kpi,2025-12-18 14:42:03.307 +07:00
C20BC7E8-5E87-494B-B3B8-02596911FA46,h2023.277,"Customer solutions ","- Provide a suitable solution - Manage changes ",5.00,Dịch vụ khách hàng xuất sắc,0,1,kpi,2025-12-14 00:52:05.707 +07:00
EF9F0D47-8D69-4434-8BF2-027D92F6D9B6,tc1523,"Daily Jobs handling ","Handle daily jobs ( Booking and Reservation; Loading plan; Tracking and tracing; Handle with irregularities…) * No. of errors / non-compliance issues per month  ",30.00,Kinh doanh & Marketing - Phát triển kinh doanh,0,1,kpi,2025-12-18 14:42:03.307 +07:00
E3572E21-A6B1-4A87-BDC4-0284285FD547,h2023.026,% of customers that are satisfied,"Cung cấp dịch vụ cho nội bộ đạt tiến độ yêu cầu. Giải đáp hướng dẫn, triển khai công việc với đồng nghiệp trong hoặc ngoài bộ phận",5.00,Dịch vụ khách hàng nội bộ,0,1,kpi,2025-12-14 00:47:22.510 +07:00
113B4EC6-B223-4CCC-A7C2-029ECC3C7E62,tc1476,"Sales performance ","""Meet BOD target Meet airline target"" ",15.00,Kinh doanh & Marketing - Phát triển kinh doanh,0,1,kpi,2025-12-18 14:42:03.307 +07:00
1B7C1099-9A53-45DB-A7EC-02AD38102409,l2024.032,"""Health and Safety:  • Workplace Safety Programs: Develop and implement workplace safety programs to reduce injuries, promote safe practices, and ensure compliance with relevant safety regulations . • Incident Reporting and Investigation: Ensure prope","""Health and Safety Lost Time Injury Frequency Rate (LTIFR) Near Miss Reporting Rate Safety Training Completion Rate Safety Compliance Audit Score"" ",2.00,Nhân sự,0,1,kpi,2025-12-14 00:53:05.380 +07:00
D7111246-171A-4EF8-8A80-02C1729CE11D,tc1150,Customer Centric,4)Problem Solving (Total number of issue - solved successfully),5.00,Dịch vụ khách hàng xuất sắc,0,1,kpi,2025-12-18 14:42:03.307 +07:00
3C916F64-1C14-408A-945E-02FB73720C8F,tc815,"Company activities ","Company activities ",5.00,"Tuân thủ nội quy, quy định, chính sách và quy trình làm việc cty/tập đoàn",0,1,kpi,2025-12-18 14:42:03.307 +07:00
186155B2-2170-4088-AD05-0323E6B12D11,h2023.204,"Advise on Internal Labor Regulations and NC's governance ",%work done and issuance,10.00,Kiến thức,0,1,kpi,2025-12-14 00:47:22.510 +07:00
F304DD6B-19DD-445E-A432-03835BD81D7B,tc5190,Đúng thời hạn báo cáo,Báo cáo phân tích thị trường từ phía Các Nhà Cung Cấp,5.00,Kiến thức,0,1,kpi,2025-12-18 14:48:14.057 +07:00
CEC6F545-F651-4CEE-9265-0386C4C1C8A5,tc1061,"Digitalization ","Adapt with (1) new ANA Cargo systems (iCargo); (2) eBooking ",5.00,Công nghệ,0,1,kpi,2025-12-18 14:42:03.307 +07:00
6CE9A14D-A637-4D12-8E43-03BAF0446C89,tc5051,"Quy định công ty ","Đúng thời gian làm việc, tham gia 1 vài hoạt động của công ty ",3.00,Phát triển bản thân,0,1,kpi,2025-12-18 14:48:14.057 +07:00
79C611C2-BFAC-4E92-BF55-03E4CFC91DD6,h2023.113,"100% safety equipment are regular checked, maintained and calibrated. ","100% safety equipment are regular checked, maintained and calibrated. ",4.00,3. Office - safety equipment control,0,1,kpi,2025-12-14 00:47:22.510 +07:00
757ED8F4-FB0B-4527-831C-040B9CB3CFD8,tc5118,"- Join & support all team to join all activities of ITL to motivate team & get engagement. - No violate or break Regulation - Convey DNA, ITL culture to all staff in BU.",NULL,5.00,Coaching,0,1,kpi,2025-12-18 14:48:14.057 +07:00
1115FE36-3A1B-4D97-8133-041DFF8ED2EF,tc1377,"Không nhận thư khiếu nại của khách hàng về dịch vụ OPS ",NULL,10.00,Dịch vụ khách hàng bên ngoài,0,1,kpi,2025-12-18 14:42:03.307 +07:00
07D22A92-4CCA-411B-B795-043354BD1168,s15,Sự thích nghi,"Bám sát kế hoạch làm việc. Biến hóa các hoạt động để thích ứng với nhu cầu của tình huống mới. Chú ý lắng nghe và cởi mở các ý tưởng mới, xử lý các vấn đề, đề xuất với người khác.Luôn luôn có giải pháp với tình huống mới. Đề xuất các sự thay đổi để nâng cao các kết quả từ cá nhân, nhóm, phòng ban",1.00,Áp dụng cho tất cả nhân viên (Manager),0,1,360,2025-12-15 11:02:20.343 +07:00
55D8D842-F796-41FF-8421-043FF90C512B,h2023.080,"Company activities participating - CSR - Trade Union activity involvement… ","""Join and support activities of ITL: Company Trip, Family Day, Company's CSR programs,... ",3.00,Internal & External training,0,1,kpi,2025-12-14 00:47:22.510 +07:00
10D5990C-A0D4-412C-A7FC-044BF5D4496B,l2024.068,"HRBP Cold Chain ","""- Be responsible for conducting, following promotion procedure, re-contracted staff controlling - Following the timesheet month of employees - Coordinate with head office’s C&B head office to follow all HR policies"" ",7.00,Nhân sự,0,1,kpi,2025-12-14 00:53:05.380 +07:00
